0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,583.0,578.0,587.0,589.0,583.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3,0.0,0.0,0.0,1.84615384615384,0.0,0.0,0.0,1.4689265536723164,569.0,583.0,578.0,587.0,589.0,583.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.6,0.0,0.0,-0.087912088,3.8681318681318544,0.0,0.0,-0.0038621115820312,1.4689265536723164,569.0,583.0,578.0,587.0,589.0,583.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9,0.0,0.0,0.0,5.890109890109898,0.0,0.0,0.0,1.4689265536723164,569.0,584.0,578.0,587.0,590.0,583.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.2,0.0,0.0,-0.087912088,7.736263736263737,0.0,0.0,-0.0038621115820312,1.4689265536723164,569.0,583.0,578.0,588.0,590.0,583.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.5,0.0,0.0,-0.087912088,9.758241758241752,0.0,0.0,0.0,1.4689265536723164,570.0,584.0,578.0,588.0,590.0,583.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.8,0.0,0.0,-0.087912088,11.780219780219769,0.0,0.0,-0.0038621115820312,1.4689265536723164,569.0,584.0,579.0,588.0,591.0,584.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.2,0.0,0.0,0.0,13.714285714285722,0.0,0.0,0.0,2.146892655367232,569.0,584.0,579.0,588.0,591.0,584.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.4,0.0,0.0,0.0,15.64835164835165,0.0,0.0,0.0,2.146892655367232,570.0,585.0,579.0,588.0,591.0,584.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.8,0.087912088,0.0,0.0,17.758241758241752,-0.0033103813574218,0.0,0.0033103813559322,2.146892655367232,570.0,585.0,579.0,588.0,591.0,584.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.1,0.087912088,0.0,0.0,19.69230769230768,-0.0033103813574218,0.0,0.0,2.146892655367232,569.0,585.0,579.0,588.0,591.0,584.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.4,0.1758241758241752,0.0,0.0,21.71428571428572,0.0,0.0,0.0,2.146892655367232,570.0,586.0,579.0,588.0,592.0,584.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.7,0.1758241758241752,0.087912088,0.0,23.736263736263737,-0.0033103813574218,-0.0038621115820312,-0.0038621115820312,2.146892655367232,570.0,586.0,579.0,588.0,592.0,585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.0,0.1758241758241752,0.0,-0.087912088,25.670329670329664,0.0,0.0,0.0,2.824858757062147,570.0,586.0,579.0,589.0,592.0,585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.3,0.1758241758241752,0.087912088,0.0,27.60439560439559,0.0,-0.0038621115820312,0.0,2.146892655367232,570.0,586.0,579.0,588.0,592.0,585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.6,0.1758241758241752,0.1758241758241752,0.0,29.71428571428572,0.0038621115819209,-0.0038621115820312,0.0033103813559322,2.824858757062147,571.0,587.0,580.0,589.0,593.0,585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.9,0.1758241758241752,0.1758241758241752,-0.087912088,31.64835164835165,0.0,-0.0038621115820312,0.0,2.824858757062147,570.0,587.0,580.0,589.0,593.0,585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.2,0.1758241758241752,0.1758241758241752,0.0,33.58241758241758,0.0,0.0,0.0,2.824858757062147,570.0,587.0,579.0,589.0,593.0,585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
