2024-12-02 20:49:24.709255,652/678/674/645/656/653/623/641/645
2024-12-02 20:49:25.614941,/678/674/645/656/652/623/641/645
2024-12-02 20:49:25.647989,651/678/674/645/656/653/623/641/645
2024-12-02 20:49:25.657349,52/677/674/645/656/652/623/641/645
2024-12-02 20:49:25.703389,1/677/674/646/656/652/623/641/645
2024-12-02 20:49:25.735657,/678/674/645/656/652/623/641/645
2024-12-02 20:49:25.773447,652/677/674/645/656/652/623/642/645
2024-12-02 20:49:25.831221,52/677/673/645/656/652/624/642/645
2024-12-02 20:49:25.874501,1/678/674/646/656/653/623/642/645
2024-12-02 20:49:25.908788,/677/674/645/656/652/624/642/645
2024-12-02 20:49:25.956892,651/677/674/645/656/652/624/642/646
2024-12-02 20:49:26.003367,52/678/674/645/656/653/625/643/646
2024-12-02 20:49:26.050538,1/678/674/646/656/652/625/643/646
2024-12-02 20:49:26.090172,/678/674/645/656/653/625/643/646
2024-12-02 20:49:26.131641,651/677/674/645/656/652/624/643/646
2024-12-02 20:49:26.188931,52/677/674/645/656/653/626/644/646
2024-12-02 20:49:26.228755,1/678/674/646/656/653/626/645/647
2024-12-02 20:49:26.260784,/678/674/646/656/653/626/645/647
2024-12-02 20:49:26.308885,652/678/673/646/656/652/626/645/647
2024-12-02 20:49:26.325067,51/677/674/646/656/652/625/645/647
2024-12-02 20:49:26.364860,52/678/674/646/656/652/626/645/647
2024-12-02 20:49:26.398028,1/677/674/646/657/652/626/645/647
2024-12-02 20:49:26.444699,/677/674/646/656/653/627/646/648
2024-12-02 20:49:26.476396,651/678/674/647/656/653/627/646/648
2024-12-02 20:49:26.492025,51/678/674/647/656/653/626/646/648
2024-12-02 20:49:26.540219,2/678/673/646/656/653/627/646/648
2024-12-02 20:49:26.575099,1/678/674/647/657/652/627/646/648
2024-12-02 20:49:26.621009,/678/674/647/657/653/627/646/648
2024-12-02 20:49:26.660996,652/678/673/647/657/653/627/646/648
2024-12-02 20:49:26.676625,51/678/674/647/657/653/626/646/648
2024-12-02 20:49:26.716926,2/678/674/647/657/653/627/646/648
2024-12-02 20:49:26.756379,1/678/674/647/657/653/626/646/648
2024-12-02 20:49:26.796119,/677/674/647/657/653/626/646/648
2024-12-02 20:49:26.832608,651/678/673/647/657/653/627/646/648
2024-12-02 20:49:26.842840,51/678/674/647/657/653/627/647/648
2024-12-02 20:49:26.889719,2/678/674/647/658/653/628/647/649
2024-12-02 20:49:26.932771,/677/674/648/658/653/628/647/648
2024-12-02 20:49:26.974563,/678/674/648/658/653/627/647/649
2024-12-02 20:49:27.014285,652/678/674/648/658/653/627/647/649
2024-12-02 20:49:27.030391,51/678/674/648/658/653/627/647/649
2024-12-02 20:49:27.062790,2/678/673/648/658/653/627/647/649
2024-12-02 20:49:27.109605,/678/674/648/658/653/627/647/648
2024-12-02 20:49:27.140933,652/678/673/648/658/654/627/647/648
2024-12-02 20:49:27.197817,51/678/673/648/658/653/627/647/649
2024-12-02 20:49:27.246148,2/678/674/648/658/654/628/648/649
2024-12-02 20:49:27.278018,/678/674/649/658/654/629/648/650
2024-12-02 20:49:27.325090,652/678/674/649/659/654/628/648/649
2024-12-02 20:49:27.372429,52/677/674/649/658/654/628/648/649
2024-12-02 20:49:27.417625,2/678/674/649/659/654/628/648/649
2024-12-02 20:49:27.456795,/678/674/649/659/654/628/648/649
2024-12-02 20:49:27.497049,651/678/673/648/659/654/629/649/650
2024-12-02 20:49:27.544345,51/678/674/649/659/654/628/649/650
2024-12-02 20:49:27.591823,2/677/674/649/660/654/629/649/650
2024-12-02 20:49:27.639509,/678/674/649/659/655/629/649/650
2024-12-02 20:49:27.679812,652/678/674/649/660/654/629/649/650
2024-12-02 20:49:27.679812,652/678/674/649/660/655/629/649/650
2024-12-02 20:49:27.733760,51/678/674/649/660/655/629/649/650
2024-12-02 20:49:27.771901,2/678/674/650/660/655/630/650/650
2024-12-02 20:49:27.808335,/677/674/650/660/655/629/650/650
2024-12-02 20:49:27.857143,652/678/674/650/660/655/630/650/650
2024-12-02 20:49:27.864665,52/678/674/650/660/655/629/649/650
2024-12-02 20:49:27.907294,51/678/674/650/660/654/629/650/650
2024-12-02 20:49:27.945802,2/678/674/649/661/655/630/649/650
2024-12-02 20:49:27.977916,/678/674/650/660/655/630/651/651
2024-12-02 20:49:28.026553,652/678/674/650/661/656/631/650/651
2024-12-02 20:49:28.041591,52/678/673/650/661/655/630/650/651
2024-12-02 20:49:28.075800,1/678/674/650/661/655/629/650/651
2024-12-02 20:49:28.121885,2/678/674/650/661/655/630/650/651
2024-12-02 20:49:28.161924,/678/674/650/661/656/630/650/651
2024-12-02 20:49:28.208812,652/678/674/650/661/656/630/650/651
2024-12-02 20:49:28.214211,52/678/674/650/661/655/630/650/651
2024-12-02 20:49:28.259667,1/679/674/650/661/655/629/650/651
2024-12-02 20:49:28.297892,/678/674/650/661/655/630/650/650
2024-12-02 20:49:28.335383,/679/674/650/661/655/630/650/651
2024-12-02 20:49:28.378283,652/678/674/650/661/655/630/651/651
2024-12-02 20:49:28.393857,52/678/674/651/661/656/631/651/652
2024-12-02 20:49:28.435654,2/678/674/651/661/656/630/651/651
2024-12-02 20:49:28.477086,/679/674/650/662/656/631/651/651
2024-12-02 20:49:28.513472,651/679/674/651/662/656/632/652/652
2024-12-02 20:49:28.561580,52/679/673/651/662/656/632/653/652
2024-12-02 20:49:28.607801,1/679/674/651/662/656/631/652/652
