2024-10-17 21:33:32.699,-0.0,0.0,0.0,-0.0,706.0,696.0,677.0
2024-10-17 21:33:33.020,-0.0,0.0,0.0,0.8791208791208192,705.0,696.0,677.0
2024-10-17 21:33:33.323,-0.0,0.0,0.0,1.8461538461538112,706.0,696.0,677.0
2024-10-17 21:33:33.627,-0.0,0.0,0.0,2.9010989010988624,706.0,696.0,677.0
2024-10-17 21:33:33.931,-0.0,0.0,0.0,3.8681318681318544,706.0,696.0,677.0
2024-10-17 21:33:34.235,-0.08791208791205918,0.0,0.0,4.835164835164733,705.0,696.0,678.0
2024-10-17 21:33:34.539,-0.08791208791205918,0.0,0.0,5.890109890109898,706.0,697.0,678.0
2024-10-17 21:33:34.843,-0.0,0.0,0.0,6.769230769230717,706.0,697.0,678.0
2024-10-17 21:33:35.147,-0.08791208791205918,0.0,0.0,7.912087912087827,707.0,697.0,678.0
2024-10-17 21:33:35.467,-0.0,0.0,0.0,8.87912087912082,707.0,697.0,678.0
2024-10-17 21:33:35.755,-0.08791208791205918,0.0,0.0,9.846153846153811,707.0,697.0,678.0
2024-10-17 21:33:36.059,-0.0,0.0,0.0,10.901098901098862,707.0,698.0,678.0
2024-10-17 21:33:36.364,-0.0,0.0,0.0,11.868131868131854,707.0,698.0,679.0
2024-10-17 21:33:36.667,-0.0,0.0,0.0,12.747252747252674,708.0,699.0,679.0
2024-10-17 21:33:36.972,-0.08791208791205918,0.0,0.0,13.890109890109898,708.0,699.0,679.0
2024-10-17 21:33:37.275,-0.08791208791205918,0.0,0.0,14.857142857142776,708.0,699.0,679.0
2024-10-17 21:33:37.579,-0.0,0.0,0.0,15.912087912087827,708.0,700.0,679.0
2024-10-17 21:33:37.884,-0.0,0.0,0.0,16.87912087912082,708.0,700.0,680.0
2024-10-17 21:33:38.187,-0.0,0.0,0.0,17.84615384615381,708.0,700.0,680.0
2024-10-17 21:33:38.507,-0.0,0.0,0.0,18.725274725274744,708.0,700.0,680.0
2024-10-17 21:33:38.795,-0.0,0.0,0.0,19.868131868131854,708.0,701.0,681.0
2024-10-17 21:33:39.100,-0.0,0.0,0.0,20.835164835164846,709.0,701.0,680.0
2024-10-17 21:33:39.403,-0.0,0.0,0.0,21.890109890109898,709.0,702.0,681.0
2024-10-17 21:33:39.707,-0.0,0.0,0.0,22.857142857142776,709.0,702.0,681.0
2024-10-17 21:33:40.012,-0.0,0.0,0.0,23.912087912087827,710.0,703.0,681.0
2024-10-17 21:33:40.315,-0.0,0.0,0.0,24.87912087912082,710.0,703.0,681.0
2024-10-17 21:33:40.635,-0.0,0.0,0.0,25.758241758241752,710.0,703.0,681.0
2024-10-17 21:33:40.939,-0.0,0.0,0.0,26.901098901098862,710.0,704.0,681.0
2024-10-17 21:33:41.227,-0.0,0.0,0.0,27.868131868131854,710.0,704.0,682.0
2024-10-17 21:33:41.531,-0.0,0.0,0.0,28.747252747252674,710.0,705.0,681.0
2024-10-17 21:33:41.851,-0.08791208791205918,0.0,0.0,29.802197802197725,711.0,705.0,682.0
2024-10-17 21:33:42.139,-0.08791208791205918,0.0,0.0,30.769230769230717,711.0,706.0,682.0
2024-10-17 21:33:42.443,-0.0,0.0,0.0,31.824175824175768,711.0,706.0,682.0
2024-10-17 21:33:42.748,-0.0,0.0,0.0,32.87912087912082,711.0,706.0,682.0
2024-10-17 21:33:43.068,-0.0,0.0,0.0,33.84615384615381,711.0,707.0,682.0
2024-10-17 21:33:43.356,-0.0,0.0,0.0,34.90109890109886,711.0,707.0,683.0
2024-10-17 21:33:43.660,-0.0,0.0,0.0,35.868131868131854,712.0,708.0,683.0
2024-10-17 21:33:43.979,-0.0,0.0,0.0,36.835164835164846,712.0,708.0,683.0
2024-10-17 21:33:44.284,-0.0,0.0,0.0,37.8901098901099,712.0,708.0,683.0
2024-10-17 21:33:44.588,-0.0,0.0,0.0,38.857142857142776,712.0,709.0,683.0
2024-10-17 21:33:44.892,-0.0,0.0,0.0,39.91208791208783,712.0,709.0,683.0
2024-10-17 21:33:45.195,-0.0,0.0,0.0,40.87912087912082,712.0,710.0,684.0
2024-10-17 21:33:45.501,-0.0,0.0,0.0,41.75824175824175,712.0,710.0,684.0
2024-10-17 21:33:45.804,-0.0,0.0,0.0,42.90109890109886,712.0,710.0,684.0
2024-10-17 21:33:46.092,-0.0,0.0,0.0,43.868131868131854,712.0,711.0,684.0
2024-10-17 21:33:46.412,-0.0,0.0,0.0,44.835164835164846,713.0,711.0,684.0
2024-10-17 21:33:46.716,-0.0,0.0,0.0,45.8901098901099,713.0,711.0,684.0
2024-10-17 21:33:47.020,-0.0,0.0,-0.08791208791217286,46.857142857142776,713.0,712.0,684.0
2024-10-17 21:33:47.324,-0.0,0.0,0.0,47.91208791208783,713.0,712.0,684.0
2024-10-17 21:33:47.628,-0.0,0.0,0.0,48.79120879120876,713.0,713.0,684.0
2024-10-17 21:33:47.932,-0.0,0.0,-0.08791208791217286,49.75824175824175,713.0,713.0,685.0
2024-10-17 21:33:48.236,-0.0,0.0,0.0,50.90109890109886,713.0,714.0,685.0
2024-10-17 21:33:48.540,-0.08791208791205918,0.0,0.0,51.780219780219795,713.0,714.0,685.0
2024-10-17 21:33:48.844,-0.0,0.0,0.0,52.835164835164846,713.0,715.0,685.0
2024-10-17 21:33:49.148,-0.0,0.0,0.0,53.8901098901099,714.0,715.0,685.0
2024-10-17 21:33:49.452,-0.0,0.0,0.0,54.76923076923072,714.0,715.0,685.0
2024-10-17 21:33:49.755,-0.0,0.0,0.0,55.82417582417577,714.0,716.0,685.0
