2024-10-09 21:18:08.879,-0.0,0.0,0.0,-0.0,-0.0,-0.7909604519774012,0.0,-0.6779661016949152,673.0,682.0,689.0,696.0,696.0,689.0,996.0,997.0,688.0,186.8752899169922,10.116461753845215,-3.1252617835998535,259.7129821777344,-0.9336736798286438,28.01215362548828,237.55747985839844,14.774483680725098,0.30176740884780884,133.9994659423828,7.48811674118042,-3.9920523166656494,81.36880493164062,5.016955852508545,-3.9382402896881104,27.6805362701416,2.2823944091796875,2.1287128925323486
2024-10-09 21:18:09.263,-0.0,0.0,0.79120879120876,-0.0,-0.0,-0.7909604519774012,1.3559322033898304,-0.6779661016949152,671.0,680.0,687.0,694.0,695.0,688.0,996.0,996.0,687.0,186.96437072753906,10.17712688446045,-3.2081527709960938,237.66262817382812,14.731539726257324,0.14318755269050598,133.9994659423828,7.48811674118042,-3.9920523166656494,81.43193054199219,5.029242992401123,-3.9364326000213623,27.64510726928711,2.242872714996338,2.1966049671173096,259.6196594238281,-0.7790590524673462,28.175758361816406
2024-10-09 21:18:09.647,-0.0,0.0,1.758241758241752,-0.0,-0.0,-0.7909604519774012,1.3559322033898304,-0.6779661016949152,672.0,681.0,689.0,696.0,696.0,688.0,996.0,996.0,687.0,186.88442993164062,10.156472206115723,-3.038799285888672,237.55413818359375,14.797541618347168,0.26741868257522583,133.95260620117188,7.444609642028809,-3.9228999614715576,81.32135772705078,4.8582987785339355,-3.7611680030822754,27.585599899291992,1.8031325340270996,2.46098256111145,259.6196594238281,-0.7790590524673462,28.175758361816406
2024-10-09 21:18:10.015,-0.0,0.0,2.813186813186803,-0.0,-0.0,-0.7909604519774012,1.3559322033898304,-0.6779661016949152,674.0,686.0,686.0,696.0,697.0,690.0,998.0,999.0,689.0,187.04742431640625,10.292983055114746,-3.068236827850342,237.55747985839844,14.774483680725098,0.30176740884780884,134.0601806640625,7.438220024108887,-3.684169054031372,81.2587890625,4.654916763305664,-3.2695019245147705,27.5644588470459,1.3315342664718628,2.6344103813171387,259.6196594238281,-0.7790590524673462,28.175758361816406
2024-10-09 21:18:10.399,-0.0,0.0,3.692307692307679,-0.0,-0.0,-0.7909604519774012,2.0338983050847457,-0.6779661016949152,669.0,681.0,687.0,694.0,694.0,689.0,996.0,996.0,686.0,187.07391357421875,10.240124702453613,-3.1197400093078613,237.71961975097656,14.768632888793945,0.07418576627969742,134.0601806640625,7.438220024108887,-3.684169054031372,81.35393524169922,4.320293426513672,-3.3533289432525635,27.705183029174805,1.133931279182434,3.0600061416625977,259.6196594238281,-0.7790590524673462,28.175758361816406
2024-10-09 21:18:10.767,-0.0,0.0,4.659340659340614,-0.0,-0.0,-0.7909604519774012,2.0338983050847457,-0.6779661016949152,671.0,680.0,687.0,697.0,698.0,692.0,995.0,996.0,689.0,187.15567016601562,10.205890655517578,-2.876762628555298,237.55691528320312,14.77541446685791,0.4558525085449219,134.03732299804688,7.3245744705200195,-3.6754488945007324,81.52149200439453,4.291383743286133,-3.100471258163452,27.662689208984375,0.8662667870521545,3.839669942855835,259.6196594238281,-0.7790590524673462,28.175758361816406
2024-10-09 21:18:11.136,-0.0,0.0,5.714285714285666,-0.0,-0.0,-0.7909604519774012,2.0338983050847457,-0.6779661016949152,672.0,681.0,688.0,694.0,696.0,689.0,996.0,996.0,690.0,187.16720581054688,10.267393112182617,-2.7479636669158936,237.57200622558594,14.778426170349121,0.3994484841823578,133.9310760498047,7.151724815368652,-3.392314910888672,81.70805358886719,4.002564430236816,-3.3752312660217285,28.05260467529297,0.5400526523590088,3.7025434970855713
2024-10-09 21:18:11.503,-0.0,0.0,6.769230769230717,-182.37362637362637,-0.0,-0.7909604519774012,2.0338983050847457,-0.6779661016949152,688.0,698.0,704.0,711.0,712.0,706.0,994.0,996.0,704.0,187.26986694335938,10.123193740844727,-2.9390547275543213,237.64804077148438,14.750473976135254,0.34487032890319824,134.25979614257812,7.122351169586182,-3.931440591812134,81.5997543334961,3.8422508239746094,-3.145599842071533,28.143720626831055,0.14166632294654846,4.331239700317383
2024-10-09 21:18:11.887,-0.0,0.0,7.736263736263709,-0.0,-0.0,-0.7909604519774012,2.0338983050847457,-0.6779661016949152,691.0,700.0,706.0,712.0,714.0,707.0,998.0,998.0,706.0,187.20616149902344,10.207984924316406,-3.0087931156158447,237.71282958984375,14.876242637634277,0.26684707403182983,134.2458953857422,7.078369140625,-3.992353916168213,81.64569091796875,3.7045235633850098,-2.7643957138061523,28.179962158203125,-0.04739876836538315,5.524413108825684
2024-10-09 21:18:12.255,-0.0,0.0,8.615384615384585,-0.0,-0.0,-0.7909604519774012,2.824858757062147,-0.6779661016949152,691.0,700.0,707.0,713.0,715.0,708.0,998.0,996.0,706.0,187.26339721679688,10.19057846069336,-2.9102067947387695,237.6346893310547,14.825780868530273,0.45189955830574036,134.23907470703125,7.122226715087891,-3.968427896499634,81.570556640625,3.685736656188965,-2.447340488433838,28.362415313720703,-0.17971321940422058,6.020377159118652,259.6814880371094,-0.974035918712616,28.04358673095703
