2024-12-04 21:36:44.363652,652/652/678/673/609/620/615/633/652/657
2024-12-04 21:36:45.268944,652/652/678/673/608/620/615/633/653/657
2024-12-04 21:36:45.282080,2/652/678/673/610/620/614/633/652/657
2024-12-04 21:36:45.297850,2/652/678/673/609/620/614/634/652/657
2024-12-04 21:36:45.376669,52/652/678/673/609/620/615/633/652/657
2024-12-04 21:36:45.440887,/652/678/673/608/619/615/633/652/657
2024-12-04 21:36:45.472257,652/652/678/673/609/620/614/634/653/657
2024-12-04 21:36:45.518782,2/652/678/673/610/620/615/633/652/658
2024-12-04 21:36:45.534412,52/652/678/673/609/620/614/633/653/657
2024-12-04 21:36:45.613034,/651/678/673/609/620/614/632/652/657
2024-12-04 21:36:45.628659,52/652/678/673/609/620/614/633/652/657
2024-12-04 21:36:45.676053,/652/678/673/609/620/614/633/653/657
2024-12-04 21:36:45.707360,652/652/678/673/609/620/615/633/652/657
2024-12-04 21:36:45.738603,2/652/678/673/609/620/614/633/652/657
2024-12-04 21:36:45.770298,52/652/678/673/609/619/615/633/652/657
2024-12-04 21:36:45.835224,/652/678/673/609/620/615/633/652/657
2024-12-04 21:36:45.865345,652/652/678/673/609/619/615/633/653/657
2024-12-04 21:36:45.912357,/652/678/673/609/619/615/633/652/657
2024-12-04 21:36:45.938622,652/652/678/673/609/620/615/633/652/658
2024-12-04 21:36:45.975817,2/652/678/673/609/619/615/633/652/657
2024-12-04 21:36:46.009853,52/652/678/673/610/619/615/633/652/657
2024-12-04 21:36:46.070510,/653/678/673/609/620/615/633/653/657
2024-12-04 21:36:46.101893,652/652/678/673/609/620/615/633/652/657
2024-12-04 21:36:46.148769,2/652/678/673/610/619/615/633/652/657
2024-12-04 21:36:46.166061,52/652/678/673/609/620/615/633/652/657
2024-12-04 21:36:46.243598,52/652/678/673/610/620/614/633/652/657
2024-12-04 21:36:46.306529,/652/678/673/609/619/615/633/652/657
2024-12-04 21:36:46.337770,652/652/678/673/609/620/615/633/653/657
