0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569,583,578,587,589,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3,0.0,0.0,0.0,1.84615384615384,0.0,0.0,0.0,1.4689265536723164,569,583,578,587,589,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.6,0.0,0.0,-0.087912088,3.8681318681318544,0.0,0.0,-0.00386211158203125,1.4689265536723164,569,583,578,587,589,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9,0.0,0.0,0.0,5.890109890109898,0.0,0.0,0.0,1.4689265536723164,569,584,578,587,590,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.2,0.0,0.0,-0.087912088,7.736263736263737,0.0,0.0,-0.00386211158203125,1.4689265536723164,569,583,578,588,590,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.5,0.0,0.0,-0.087912088,9.758241758241752,0.0,0.0,0.0,1.4689265536723164,570,584,578,588,590,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.8,0.0,0.0,-0.087912088,11.780219780219769,0.0,0.0,-0.00386211158203125,1.4689265536723164,569,584,579,588,591,584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.2,0.0,0.0,0.0,13.714285714285722,0.0,0.0,0.0,2.146892655367232,569,584,579,588,591,584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.4,0.0,0.0,0.0,15.64835164835165,0.0,0.0,0.0,2.146892655367232,570,585,579,588,591,584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.8,0.087912088,0.0,0.0,17.758241758241752,-0.003310381357421875,0.0,0.0033103813559322032,2.146892655367232,570,585,579,588,591,584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.1,0.087912088,0.0,0.0,19.69230769230768,-0.003310381357421875,0.0,0.0,2.146892655367232,569,585,579,588,591,584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.4,0.1758241758241752,0.0,0.0,21.71428571428572,0.0,0.0,0.0,2.146892655367232,570,586,579,588,592,584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.7,0.1758241758241752,0.087912088,0.0,23.736263736263737,-0.003310381357421875,-0.00386211158203125,-0.00386211158203125,2.146892655367232,570,586,579,588,592,585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.0,0.1758241758241752,0.0,-0.087912088,25.670329670329664,0.0,0.0,0.0,2.824858757062147,570,586,579,589,592,585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.3,0.1758241758241752,0.087912088,0.0,27.60439560439559,0.0,-0.00386211158203125,0.0,2.146892655367232,570,586,579,588,592,585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
