57:13.9,0,0,0,0,0,0,0,0,569,583,578,587,589,583,,,,,,,,,,,,,,,,,,
57:14.2,0,0,0,1.8461538461538396,0,0,0,1.4689265536723164,569,583,578,587,589,583,,,,,,,,,,,,,,,,,,
57:14.5,0,0,-0.087912088,3.8681318681318544,0,0,-0.790960452,1.4689265536723164,569,583,578,587,589,583,,,,,,,,,,,,,,,,,,
57:14.8,0,0,0,5.890109890109898,0,0,0,1.4689265536723164,569,584,578,587,590,583,,,,,,,,,,,,,,,,,,
57:15.1,0,0,-0.087912088,7.736263736263737,0,0,-0.790960452,1.4689265536723164,569,583,578,588,590,583,,,,,,,,,,,,,,,,,,
57:15.4,0,0,-0.087912088,9.758241758241752,0,0,0,1.4689265536723164,570,584,578,588,590,583,,,,,,,,,,,,,,,,,,
57:15.7,0,0,-0.087912088,11.780219780219767,0,0,-0.790960452,1.4689265536723164,569,584,579,588,591,584,,,,,,,,,,,,,,,,,,
57:16.1,0,0,0,13.714285714285722,0,0,0,2.146892655367232,569,584,579,588,591,584,,,,,,,,,,,,,,,,,,
57:16.3,0,0,0,15.64835164835165,0,0,0,2.146892655367232,570,585,579,588,591,584,,,,,,,,,,,,,,,,,,
57:16.7,0.087912088,0,0,17.758241758241752,-0.677966102,0,0.6779661016949152,2.146892655367232,570,585,579,588,591,584,,,,,,,,,,,,,,,,,,
57:17.0,0.087912088,0,0,19.69230769230768,-0.677966102,0,0,2.146892655367232,569,585,579,588,591,584,,,,,,,,,,,,,,,,,,
57:17.3,0.1758241758241752,0,0,21.714285714285722,0,0,0,2.146892655367232,570,586,579,588,592,584,,,,,,,,,,,,,,,,,,
57:17.6,0.1758241758241752,0.087912088,0,23.736263736263737,-0.677966102,-0.790960452,-0.790960452,2.146892655367232,570,586,579,588,592,585,,,,,,,,,,,,,,,,,,
57:17.9,0.1758241758241752,0,-0.087912088,25.670329670329664,0,0,0,2.824858757062147,570,586,579,589,592,585,,,,,,,,,,,,,,,,,,
57:18.2,0.1758241758241752,0.087912088,0,27.60439560439559,0,-0.790960452,0,2.146892655367232,570,586,579,588,592,585,,,,,,,,,,,,,,,,,,
57:18.5,0.1758241758241752,0.1758241758241752,0,29.714285714285722,0.7909604519774012,-0.790960452,0.6779661016949152,2.824858757062147,571,587,580,589,593,585,,,,,,,,,,,,,,,,,,
57:18.8,0.1758241758241752,0.1758241758241752,-0.087912088,31.64835164835165,0,-0.790960452,0,2.824858757062147,570,587,580,589,593,585,,,,,,,,,,,,,,,,,,
57:19.1,0.1758241758241752,0.1758241758241752,0,33.58241758241758,0,0,0,2.824858757062147,570,587,579,589,593,585,,,,,,,,,,,,,,,,,,
57:19.4,0.1758241758241752,0.1758241758241752,0,35.60439560439559,0,0,0.6779661016949152,2.146892655367232,571,587,580,589,593,585,,,,,,,,,,,,,,,,,,
57:19.7,0.1758241758241752,0.1758241758241752,0,37.626373626373635,0,0,0.6779661016949152,2.824858757062147,571,588,580,589,593,585,,,,,,,,,,,,,,,,,,
57:20.0,0.1758241758241752,0.1758241758241752,-0.087912088,39.56043956043956,0,0,0,2.824858757062147,571,588,580,589,594,586,,,,,,,,,,,,,,,,,,
57:20.3,0.1758241758241752,0.1758241758241752,0,41.49450549450549,0,0,0,2.824858757062147,571,588,580,590,594,585,,,,,,,,,,,,,,,,,,
57:20.6,0.1758241758241752,0.1758241758241752,0,43.69230769230768,0,0,0,3.615819209039548,571,588,580,589,594,586,,,,,,,,,,,,,,,,,,
57:20.9,0.1758241758241752,0.1758241758241752,-0.087912088,45.53846153846155,0,0,0,2.824858757062147,571,588,580,589,595,586,,,,,,,,,,,,,,,,,,
57:21.2,0.1758241758241752,0.1758241758241752,-0.087912088,47.56043956043956,0,0.6779661016949152,0,3.615819209039548,571,588,580,590,595,586,,,,,,,,,,,,,,,,,,
57:21.5,0.1758241758241752,0.1758241758241752,0,49.40659341,0,0,0,3.615819209039548,571,588,580,590,595,586,,,,,,,,,,,,,,,,,,
57:21.9,0.1758241758241752,0.1758241758241752,-0.087912088,51.428571428571416,0,0,-0.790960452,3.615819209039548,571,589,581,590,596,586,,,,,,,,,,,,,,,,,,
57:22.2,0.1758241758241752,0.1758241758241752,0,53.45054945054946,0,0,0.6779661016949152,2.824858757062147,571,589,581,590,596,586,,,,,,,,,,,,,,,,,,
57:22.5,0.1758241758241752,0.1758241758241752,-0.087912088,55.56043956043956,0,0,0.6779661016949152,3.615819209039548,571,589,581,590,596,586,,,,,,,,,,,,,,,,,,
57:22.8,0.1758241758241752,0.1758241758241752,0,57.318681318681314,0,0,0.6779661016949152,3.615819209039548,572,590,581,590,596,587,,,,,,,,,,,,,,,,,,
57:23.1,0.1758241758241752,0.1758241758241752,0,59.34065934065933,0,0,0.6779661016949152,3.615819209039548,572,589,581,590,596,587,,,,,,,,,,,,,,,,,,
57:23.4,0.1758241758241752,0.1758241758241752,0,61.45054945054946,0,0,-0.790960452,4.293785310734464,572,590,581,590,597,587,,,,,,,,,,,,,,,,,,
57:23.7,0.1758241758241752,0.1758241758241752,0,63.38461538461539,0,0,-0.790960452,4.293785310734464,572,590,581,590,597,587,,,,,,,,,,,,,,,,,,
57:24.0,0.1758241758241752,0.1758241758241752,0,65.40659341,0,-0.790960452,0.6779661016949152,3.615819209039548,572,590,581,590,597,587,,,,,,,,,,,,,,,,,,
57:24.3,0.087912088,0.1758241758241752,0,67.42857142857142,0,0,0,2.824858757062147,572,591,581,590,598,587,,,,,,,,,,,,,,,,,,
57:24.6,0.1758241758241752,0.1758241758241752,0,69.36263736263737,0,0,0,4.293785310734464,572,591,581,590,598,587,,,,,,,,,,,,,,,,,,
57:24.9,0.1758241758241752,0.1758241758241752,0,71.38461538461539,0,0,0.6779661016949152,4.293785310734464,572,590,581,590,598,587,,,,,,,,,,,,,,,,,,
57:25.2,0.1758241758241752,0.1758241758241752,-0.087912088,73.31868131868131,0,0,-0.790960452,4.293785310734464,572,591,581,590,599,587,,,,,,,,,,,,,,,,,,
57:25.5,0.1758241758241752,0.1758241758241752,-0.087912088,75.42857142857142,0,0,0.6779661016949152,3.615819209039548,572,590,581,590,599,587,,,,,,,,,,,,,,,,,,
57:25.8,0.1758241758241752,0.1758241758241752,0,77.36263736263737,0,-0.790960452,0.6779661016949152,3.615819209039548,573,591,582,591,599,587,,,,,,,,,,,,,,,,,,
57:26.1,0.1758241758241752,0.1758241758241752,0,79.2967033,0,0,0.6779661016949152,4.293785310734464,572,591,581,591,599,587,,,,,,,,,,,,,,,,,,
57:26.5,0.1758241758241752,0.1758241758241752,-0.087912088,81.31868131868131,0,0,-0.790960452,4.293785310734464,572,591,582,591,599,588,,,,,,,,,,,,,,,,,,
57:26.7,0.1758241758241752,0.1758241758241752,-0.087912088,83.34065934065933,0,0,-0.790960452,4.293785310734464,572,591,581,590,599,587,,,,,,,,,,,,,,,,,,
57:27.0,0.1758241758241752,0.1758241758241752,-0.087912088,85.45054945054943,0,0,0,4.971751412429379,573,592,582,591,600,588,,,,,,,,,,,,,,,,,,
57:27.3,0.1758241758241752,0.1758241758241752,-0.087912088,87.2967033,0,0,0.6779661016949152,4.293785310734464,573,592,582,591,600,587,,,,,,,,,,,,,,,,,,
57:27.7,0.1758241758241752,0.1758241758241752,-0.087912088,89.31868131868131,0,0,0,4.293785310734464,572,592,582,591,600,588,,,,,,,,,,,,,,,,,,
57:28.0,0.1758241758241752,0.1758241758241752,-0.087912088,91.34065934065933,0,0,0,4.293785310734464,573,593,582,591,601,587,,,,,,,,,,,,,,,,,,
57:28.3,0.1758241758241752,0.1758241758241752,-0.087912088,93.27472527472526,0,0,-0.790960452,4.293785310734464,573,593,582,591,601,588,,,,,,,,,,,,,,,,,,
57:28.5,0.1758241758241752,0.1758241758241752,-0.087912088,95.2967033,0,0,-0.790960452,4.971751412429379,573,592,582,592,601,588,,,,,,,,,,,,,,,,,,
57:28.9,0.1758241758241752,0.1758241758241752,0,97.31868131868131,0,0,-0.790960452,4.293785310734464,573,593,582,591,602,588,,,,,,,,,,,,,,,,,,
57:29.2,0.1758241758241752,0.1758241758241752,0,99.25274725274724,0,0,0,4.293785310734464,573,593,582,591,602,589,,,,,,,,,,,,,,,,,,
57:29.5,0.1758241758241752,0.1758241758241752,0,101.36263736263737,0,0,0,4.971751412429379,573,593,582,591,601,588,,,,,,,,,,,,,,,,,,
57:29.8,0.1758241758241752,0.1758241758241752,0,103.2967032967033,0,0,-0.790960452,4.293785310734464,573,593,582,592,602,588,,,,,,,,,,,,,,,,,,
57:30.1,0.1758241758241752,0.1758241758241752,-0.087912088,105.23076923076923,0,0,-0.790960452,4.971751412429379,574,594,582,591,602,588,,,,,,,,,,,,,,,,,,
57:30.4,0.1758241758241752,0.1758241758241752,-0.087912088,107.25274725274724,0,0,0.6779661016949152,4.971751412429379,573,593,582,592,602,589,,,,,,,,,,,,,,,,,,
57:30.7,0.1758241758241752,0.1758241758241752,0,109.1868131868132,0,0,0,4.971751412429379,573,593,582,591,602,589,,,,,,,,,,,,,,,,,,
57:31.0,0.1758241758241752,0.2637362637362628,-0.087912088,111.2967032967033,0,0,0,4.293785310734464,573,593,583,592,603,589,,,,,,,,,,,,,,,,,,
57:31.3,0.1758241758241752,0.1758241758241752,-0.087912088,113.31868131868131,0,0,0.6779661016949152,4.971751412429379,573,594,582,592,603,589,,,,,,,,,,,,,,,,,,
57:31.6,0.1758241758241752,0.1758241758241752,-110.1978022,115.34065934065933,0,0,0,4.293785310734464,573,593,582,591,603,588,,,,,,,,,,,,,,,,,,
57:32.1,0.1758241758241752,0.1758241758241752,0,117.27472527472526,0,0,-0.790960452,4.971751412429379,574,594,582,592,604,589,,,,,,,,,,,,,,,,,,
57:32.3,0.1758241758241752,0.1758241758241752,-0.087912088,119.20879120879121,-0.677966102,0,0.6779661016949152,4.971751412429379,573,594,582,591,603,589,,,,,,,,,,,,,,,,,,
57:32.6,0.1758241758241752,0.1758241758241752,-0.087912088,121.23076923076923,0,0,0.6779661016949152,4.293785310734464,573,594,583,592,604,589,,,,,,,,,,,,,,,,,,
57:32.9,0.1758241758241752,0.1758241758241752,-0.087912088,123.25274725274727,0,0,0,4.971751412429379,574,595,583,592,604,588,,,,,,,,,,,,,,,,,,
57:33.2,0.1758241758241752,0.1758241758241752,0,125.1868131868132,0,0,0,4.971751412429379,573,594,583,592,605,589,,,,,,,,,,,,,,,,,,
57:33.6,0.1758241758241752,0.2637362637362628,0,127.20879120879118,0,0,0.6779661016949152,4.971751412429379,574,595,583,592,605,589,,,,,,,,,,,,,,,,,,
57:33.9,0.1758241758241752,0.1758241758241752,-0.087912088,129.14285714285717,0,0,0,4.971751412429379,574,594,583,592,605,589,,,,,,,,,,,,,,,,,,
57:34.2,0.1758241758241752,0.1758241758241752,-0.087912088,131.16483516483515,0,0,-0.790960452,5.649717514124294,573,595,583,592,605,589,,,,,,,,,,,,,,,,,,
57:34.5,0.1758241758241752,0.1758241758241752,0,133.1868131868132,0,0,-0.790960452,5.649717514124294,574,595,583,592,605,589,,,,,,,,,,,,,,,,,,
57:34.8,0.1758241758241752,0.1758241758241752,-0.087912088,135.20879120879118,0,0,0,5.649717514124294,574,595,583,592,606,590,,,,,,,,,,,,,,,,,,
57:35.1,0.1758241758241752,0.1758241758241752,0,137.23076923076923,0,0,0,4.971751412429379,574,595,583,592,605,589,,,,,,,,,,,,,,,,,,
57:35.4,0.1758241758241752,0.2637362637362628,0,139.16483516483515,0,0,0,4.971751412429379,574,595,583,592,606,590,,,,,,,,,,,,,,,,,,
57:35.7,0.1758241758241752,0.1758241758241752,-0.087912088,141.01098901098902,0,0,0,5.649717514124294,574,595,583,592,606,589,,,,,,,,,,,,,,,,,,
57:36.0,0.1758241758241752,0.1758241758241752,0,143.12087912087912,0,0,0,5.649717514124294,574,596,583,592,606,589,,,,,,,,,,,,,,,,,,
57:36.3,0.1758241758241752,0.1758241758241752,-0.087912088,145.14285714285717,0,0,0,4.971751412429379,574,596,583,592,606,589,,,,,,,,,,,,,,,,,,
57:36.6,0.1758241758241752,0.1758241758241752,-0.087912088,147.0769230769231,0,0,0,5.649717514124294,574,595,583,592,606,589,,,,,,,,,,,,,,,,,,
57:36.9,0.1758241758241752,0.1758241758241752,-0.087912088,149.09890109890108,0,0,0.6779661016949152,5.649717514124294,574,596,583,592,607,590,,,,,,,,,,,,,,,,,,
57:37.2,0.1758241758241752,0.1758241758241752,-0.087912088,151.12087912087912,0,0,0,6.440677966101695,574,596,583,592,607,589,,,,,,,,,,,,,,,,,,
57:37.5,0.1758241758241752,0.1758241758241752,-0.087912088,153.05494505494505,0,0,0.6779661016949152,6.440677966101695,574,596,583,593,607,590,,,,,,,,,,,,,,,,,,
57:37.9,0.1758241758241752,0.1758241758241752,-0.087912088,155.16483516483515,0,0,0,6.440677966101695,574,596,583,593,608,589,,,,,,,,,,,,,,,,,,
57:38.1,0.1758241758241752,0.1758241758241752,-0.087912088,157.01098901098902,0,0,0.6779661016949152,6.440677966101695,574,596,583,592,608,590,,,,,,,,,,,,,,,,,,
57:38.4,0.1758241758241752,0.1758241758241752,-0.087912088,159.03296703296706,0,0,0,7.118644068,574,596,583,593,608,590,,,,,,,,,,,,,,,,,,
57:38.8,0.1758241758241752,0.1758241758241752,-0.087912088,161.05494505494505,0,-0.790960452,0.6779661016949152,5.649717514124294,574,596,583,593,609,590,,,,,,,,,,,,,,,,,,
57:39.1,0.1758241758241752,0.1758241758241752,-0.087912088,163.0769230769231,0,0,-0.790960452,6.440677966101695,574,596,583,593,608,590,,,,,,,,,,,,,,,,,,
57:39.4,0.1758241758241752,0.1758241758241752,-0.087912088,165.09890109890108,0,0,0.6779661016949152,6.440677966101695,574,596,583,593,608,590,,,,,,,,,,,,,,,,,,
57:39.7,0.1758241758241752,0.1758241758241752,-0.087912088,167.03296703296706,0,0,0,7.118644068,574,596,583,593,609,590,,,,,,,,,,,,,,,,,,
57:40.0,0.1758241758241752,0.1758241758241752,-0.087912088,169.14285714285717,0,0,0,5.649717514124294,574,597,584,593,609,590,,,,,,,,,,,,,,,,,,
57:40.3,0.1758241758241752,0.1758241758241752,-0.087912088,170.98901098901098,0,0,0,6.440677966101695,574,597,584,593,609,590,,,,,,,,,,,,,,,,,,
57:40.6,0.1758241758241752,0.1758241758241752,-0.087912088,173.01098901098902,0,0,0,6.440677966101695,574,597,584,593,610,590,,,,,,,,,,,,,,,,,,
57:40.9,0.1758241758241752,0.1758241758241752,-0.087912088,175.03296703296706,-0.677966102,0,0,7.118644068,574,597,584,593,610,590,,,,,,,,,,,,,,,,,,
57:41.2,0.1758241758241752,0.1758241758241752,-0.087912088,176.96703296703294,-0.677966102,0,0,7.118644068,575,597,584,593,610,590,,,,,,,,,,,,,,,,,,
57:41.5,0.1758241758241752,0.1758241758241752,-0.087912088,178.98901098901098,0,0,0,7.796610169491525,574,597,584,593,610,590,,,,,,,,,,,,,,,,,,
57:41.8,0.1758241758241752,0.1758241758241752,-0.087912088,180.92307692307696,0,0,0,7.796610169491525,574,597,584,593,611,590,,,,,,,,,,,,,,,,,,
57:42.1,0.1758241758241752,0.1758241758241752,-0.087912088,182.94505494505495,0,0,0,7.118644068,575,598,584,593,611,591,,,,,,,,,,,,,,,,,,
57:42.4,0.1758241758241752,0.1758241758241752,-0.087912088,184.96703296703294,0,0,0,7.118644068,574,597,584,593,611,591,,,,,,,,,,,,,,,,,,
57:42.7,0.1758241758241752,0.1758241758241752,-0.175824176,186.98901098901098,0,0,0,7.796610169491525,575,598,584,593,611,591,,,,,,,,,,,,,,,,,,
57:43.1,0.1758241758241752,0.1758241758241752,-0.087912088,188.92307692307696,0,0,0.6779661016949152,7.796610169491525,575,598,584,593,612,591,,,,,,,,,,,,,,,,,,
57:43.3,0.1758241758241752,0.1758241758241752,-0.263736264,191.03296703296706,0,0,0.6779661016949152,7.118644068,575,598,584,594,612,591,,,,,,,,,,,,,,,,,,
