24:41.2,0,0,0,0,0,0,0,0,582,596,589,598,601,594,861,858,592
24:41.5,0,0,0,1.934065934,0,0,0,0.790960452,581,596,589,598,601,594,855,857,592
24:41.8,0,0,0,3.956043956,0,0,0,0.790960452,582,596,590,598,600,594,858,859,592
24:42.2,0,0,0,5.89010989,0,0,0,1.468926554,581,596,589,598,601,594,858,859,592
24:42.4,0,0,0,7.912087912,-0.677966102,0,0,0.790960452,581,596,589,598,601,595,858,859,592
24:42.8,0,0,0,9.934065934,0,0,0,0.790960452,582,596,589,598,601,594,861,856,592
24:43.1,0,0,0.087912088,11.95604396,0,0,0,0.790960452,582,596,590,598,600,594,857,855,592
24:43.4,0,0,0.087912088,13.89010989,0,0.677966102,0.677966102,1.468926554,582,596,590,599,601,594,858,858,592
24:43.7,0,0,0,15.91208791,0,0,0.677966102,1.468926554,582,596,590,598,601,594,858,859,592
24:44.0,0,0,0,17.93406593,0,0,0,0.790960452,582,596,589,597,601,594,858,858,592
24:44.3,0,0,0,19.95604396,0,0,0,0.790960452,582,596,589,598,600,594,860,860,592
24:44.6,0,0,0.087912088,21.89010989,0,0,0,1.468926554,581,596,589,598,600,594,858,858,592
24:44.9,0,0,0,23.82417582,0,0,0,0.790960452,582,596,590,598,601,594,859,856,592
24:45.2,0,0,0,25.84615385,0,0,0,0.790960452,581,596,590,598,601,594,858,858,592
24:45.5,0,0,0.087912088,27.86813187,0,0,-0.790960452,0.790960452,582,596,590,598,601,595,859,858,592
24:45.8,0,0,0,29.8021978,0,0,0,1.468926554,582,596,590,598,601,594,858,858,592
24:46.1,0,0,0,31.82417582,0,0,0,1.468926554,581,596,590,598,601,594,857,852,592
24:46.5,0,0,0,33.75824176,0,0,-0.790960452,1.468926554,582,596,590,599,602,594,856,861,592
24:46.7,0,0,0,35.78021978,0,0,-0.790960452,1.468926554,582,596,590,598,602,594,854,855,593
24:47.0,0,0,0.087912088,37.71428571,0,0,0.677966102,2.146892655,582,597,590,599,603,595,859,858,592
24:47.3,0,0,0,39.64835165,0,0,0,2.146892655,582,597,590,599,603,595,858,858,593
24:47.7,-0.087912088,0,0,41.67032967,0,-0.790960452,0,2.146892655,582,597,590,599,603,595,857,858,593
24:48.0,0,0,0.087912088,43.69230769,0,0,0,2.146892655,582,597,590,599,603,595,858,855,593
24:48.3,0,0.087912088,0.087912088,45.62637363,0,0.677966102,0.677966102,2.146892655,582,597,590,599,603,595,855,854,593
24:48.6,0,0.087912088,0,47.56043956,0,0.677966102,0,2.824858757,582,598,590,599,604,595,855,861,593
24:48.9,0,0.087912088,0,49.58241758,0,-0.790960452,0,2.146892655,582,598,591,600,604,595,858,858,594
24:49.2,0,0,0,51.6043956,0,-0.790960452,0,2.824858757,582,598,591,599,604,595,858,859,594
24:49.5,0,0.087912088,0.087912088,53.53846154,0,0,0,2.824858757,582,598,591,599,604,595,860,858,594
24:49.8,-0.087912088,0,0.087912088,55.47252747,0,0,0.677966102,2.824858757,582,598,591,600,605,595,859,858,594
24:50.1,0,0.087912088,0.087912088,57.67032967,0,0,-0.790960452,2.824858757,582,599,591,600,605,596,858,856,594
24:50.4,0,0.087912088,0,59.51648352,0,0,-0.790960452,2.824858757,582,599,591,600,605,596,858,858,594
24:50.7,-0.087912088,0.087912088,0.087912088,61.53846154,0,0,0,3.615819209,582,599,591,600,606,595,858,858,595
24:51.1,0,0.087912088,0.087912088,63.38461538,0,0,0.677966102,3.615819209,583,599,591,600,606,596,857,858,594
24:51.3,0,0.175824176,0,65.40659341,0,0,0,3.615819209,582,600,591,600,606,596,859,861,594
24:51.7,-0.087912088,0.087912088,0.087912088,67.42857143,0,0.677966102,-0.790960452,3.615819209,582,600,591,600,607,596,859,857,595
24:52.0,-0.087912088,0.087912088,0,69.53846154,0,0.677966102,-0.790960452,2.824858757,582,600,591,600,607,596,858,858,595
24:52.3,0,0.175824176,0.087912088,71.38461538,0,0,0,3.615819209,583,600,591,600,607,596,858,859,595
24:52.6,0,0.087912088,0,73.40659341,0.790960452,0,0,3.615819209,583,601,591,601,607,596,858,857,595
24:52.9,0,0.175824176,0.087912088,75.42857143,0,0,0.677966102,4.293785311,583,600,592,601,607,596,862,859,595
24:53.2,0,0.175824176,0,77.36263736,0,0,0,4.293785311,583,601,592,601,608,597,858,859,595
24:53.5,0,0.175824176,0.087912088,79.2967033,0,0,0,4.293785311,583,601,591,601,608,596,859,857,595
24:53.8,0,0.175824176,0.087912088,81.40659341,0,0,0,3.615819209,583,601,592,601,608,596,858,860,596
24:54.1,0,0.175824176,0.087912088,83.34065934,0,0,0,3.615819209,583,601,592,601,608,597,858,859,596
24:54.4,0,0.175824176,0,85.36263736,0,0,-0.790960452,4.293785311,583,601,592,601,608,597,858,859,596
24:54.7,0,0.175824176,0,87.2967033,0,0,0.677966102,4.971751412,583,601,592,601,609,597,864,859,595
24:55.0,0,0.175824176,0.087912088,89.49450549,0,0,0,3.615819209,583,601,592,601,609,596,858,858,596
24:55.3,0,0.175824176,0.087912088,91.34065934,0,0,0.677966102,3.615819209,583,602,592,601,609,597,862,856,596
24:55.6,0,0.263736264,0,93.27472527,0,0,0,4.293785311,583,602,592,601,609,597,858,858,596
24:56.0,0,0.263736264,0,95.2967033,0,0.677966102,0.677966102,4.293785311,583,602,592,601,609,597,857,857,596
24:56.3,0,0.175824176,0,97.31868132,0,0,0,4.293785311,583,602,592,601,610,597,862,859,596
24:56.5,0,0.263736264,0,99.34065934,-0.677966102,-0.790960452,0,4.293785311,583,602,592,601,610,597,857,858,596
24:56.9,0,0.263736264,0,101.3626374,0,0,0,4.971751412,583,603,592,601,610,597,858,859,596
24:57.2,0,0.263736264,0.087912088,103.2967033,0,0,0,4.293785311,583,602,592,601,610,597,858,859,596
24:57.5,0,0.263736264,0.087912088,105.3186813,0,0,0,4.293785311,583,603,592,601,610,597,858,858,597
24:57.8,0,0.263736264,0.087912088,107.3406593,-0.677966102,0.677966102,0,4.293785311,583,603,592,602,611,597,858,857,596
24:58.1,0,0.175824176,0,109.2747253,0,-0.790960452,0.677966102,4.293785311,583,603,592,601,611,597,852,855,597
24:58.4,0,0.263736264,0,111.2967033,0,0,0,4.293785311,583,603,592,601,611,597,856,859,596
24:58.7,0,0.175824176,0,113.2307692,0,0,0.677966102,4.293785311,583,603,592,602,611,597,859,858,596
24:59.0,0,0.263736264,0,115.3406593,0,0,0,4.971751412,584,603,592,601,611,597,858,858,597
24:59.3,0,0.263736264,0,117.2747253,0,0,-0.790960452,4.293785311,583,603,593,602,612,597,858,859,596
24:59.6,0,0.263736264,0,119.2087912,0,-0.790960452,0,4.971751412,584,603,592,602,612,597,857,859,597
24:59.9,0,0.263736264,0.087912088,121.2307692,0,0,0.677966102,4.971751412,584,603,593,601,612,597,863,856,597
25:00.2,0,0.263736264,0,123.1648352,0,0,-0.790960452,4.971751412,584,603,593,601,612,597,857,857,597
25:00.6,0,0.263736264,0,125.2747253,-0.677966102,0,0,4.971751412,584,604,593,602,613,597,860,861,597
25:00.9,0,0.263736264,0.087912088,127.3846154,0,0,0.677966102,4.971751412,584,604,593,602,613,598,858,857,596
25:01.2,0,0.263736264,0,129.2307692,0,0,-0.790960452,4.971751412,584,604,593,602,613,597,858,859,597
25:01.5,0,0.263736264,0,131.1648352,0,-0.790960452,0.677966102,5.649717514,584,604,592,601,612,597,857,857,597
25:01.8,0,0.263736264,0,133.1868132,0,0,0,5.649717514,584,604,593,601,613,597,858,857,597
25:02.1,0,0.263736264,0,135.2967033,0,-0.790960452,0.677966102,4.971751412,584,604,593,602,613,597,857,860,597
25:02.4,0.087912088,0.263736264,0.087912088,137.2307692,-0.677966102,0.677966102,-0.790960452,4.971751412,584,604,593,602,614,598,856,857,596
25:02.7,0.087912088,0.263736264,0.087912088,139.1648352,-0.677966102,0,0,4.971751412,584,604,593,602,614,597,857,861,597
25:03.1,0,0.263736264,0,141.1868132,0.790960452,0,0,4.971751412,584,604,593,602,614,598,857,858,597
25:03.4,0.087912088,0.263736264,0.087912088,143.1208791,0,0,-0.790960452,4.971751412,584,604,593,602,614,598,857,857,596
25:03.7,0.087912088,0.263736264,0,145.1428571,-0.677966102,0,-0.790960452,5.649717514,584,605,593,602,614,598,857,859,597
25:04.0,0.087912088,0.263736264,0,147.1648352,0,0,0.677966102,6.440677966,584,604,593,602,614,598,862,858,597
25:04.3,0.087912088,0.263736264,0,149.1868132,0,0,0,5.649717514,584,605,593,602,615,598,860,859,597
25:04.6,0.087912088,0.263736264,0,151.1208791,0,0,0,5.649717514,584,605,593,602,615,598,858,859,597
25:04.9,0.087912088,0.263736264,0,153.1428571,0,0,-0.790960452,5.649717514,584,605,593,602,615,598,858,856,596
25:05.3,0.087912088,0.263736264,0,154.989011,0,0,0,6.440677966,584,605,593,602,615,598,858,858,597
25:05.6,0.175824176,0.263736264,0,157.0989011,0.790960452,0,-0.790960452,6.440677966,584,605,593,602,616,598,859,858,597
25:05.9,0.175824176,0.263736264,0,159.032967,-0.677966102,0,0.677966102,6.440677966,584,605,593,602,615,598,855,861,597
25:06.2,0.175824176,0.263736264,0,160.967033,-0.677966102,0,-0.790960452,5.649717514,584,605,593,602,615,598,859,857,597
25:06.5,0.175824176,0.263736264,0,163.0769231,-0.677966102,0,0,6.440677966,584,605,594,603,616,598,860,861,596
25:06.8,0.175824176,0.263736264,0,165.010989,0,0,0,6.440677966,584,605,593,602,616,598,858,857,597
25:07.1,0.175824176,0.263736264,0,167.032967,-0.677966102,0,-0.790960452,7.118644068,584,605,593,602,616,598,858,859,597
25:07.4,0.175824176,0.263736264,0.087912088,169.0549451,-0.677966102,0,0.677966102,6.440677966,584,606,594,602,616,598,858,858,597
25:07.7,0.175824176,0.263736264,0.087912088,170.989011,0,0,0,6.440677966,584,606,593,602,617,598,857,857,597
25:08.0,0.175824176,0.263736264,0,173.010989,0,0,0,6.440677966,584,606,594,603,617,598,856,859,598
25:08.3,0.175824176,0.263736264,0.087912088,175.032967,0,0,-0.790960452,5.649717514,584,606,594,602,617,598,856,859,598
25:08.6,0.175824176,0.263736264,0,176.967033,0,0,-0.790960452,6.440677966,584,606,594,603,617,598,860,856,598
25:08.9,0.175824176,0.263736264,0,178.989011,0,0,0,6.440677966,584,606,594,603,618,598,858,859,598
25:09.2,0.175824176,0.263736264,0,181.010989,0,0,0.677966102,6.440677966,585,606,593,602,618,598,858,859,598
25:09.5,0.175824176,0.263736264,0,183.032967,0,-0.790960452,0.677966102,6.440677966,585,606,594,603,618,599,858,853,597
25:09.9,0.175824176,0.263736264,0,184.967033,0,0,-0.790960452,6.440677966,585,606,594,603,618,598,856,857,598
25:10.2,0.175824176,0.263736264,0,186.989011,0,0,0,6.440677966,584,606,594,603,618,599,861,861,598
25:10.5,0.175824176,0.263736264,0.087912088,189.010989,0,0,0.677966102,7.796610169,585,606,594,603,619,599,859,858,598
25:10.8,0.175824176,0.263736264,0,190.9450549,0,0,0,7.118644068,584,607,594,603,619,599,858,858,598
25:11.1,0.175824176,0.263736264,0,192.8791209,0,0,-0.790960452,7.796610169,585,607,594,603,619,599,858,857,598
25:11.4,0.175824176,0.263736264,0,194.9010989,0,0,0,7.796610169,585,607,594,603,619,599,856,862,598
25:11.7,0.175824176,0.263736264,0,196.9230769,0,0,-0.790960452,7.118644068,585,607,594,603,620,599,860,859,598
25:12.0,0.175824176,0.263736264,0,198.9450549,-0.677966102,0,0,7.118644068,585,607,594,603,620,599,858,859,598
25:12.3,0.175824176,0.263736264,0,200.8791209,0,0,0,8.474576271,585,607,594,603,620,599,857,857,599
25:12.6,0.175824176,0.263736264,0,202.8131868,0,0,0.677966102,8.474576271,585,607,595,604,620,599,858,857,598
25:12.9,0.175824176,0.263736264,0,204.9230769,0,0,0,7.118644068,585,607,594,603,620,599,858,858,599
25:13.2,0.175824176,0.263736264,0,206.9450549,0,0,0,7.118644068,585,607,594,603,621,599,860,857,599
25:13.5,0.175824176,0.263736264,0,208.967033,0,0,0,7.118644068,585,607,594,603,621,599,857,859,599
25:13.8,0.175824176,0.263736264,-0.087912088,210.9010989,0,0,0,7.118644068,585,608,594,603,621,599,862,857,599
25:14.1,0.175824176,0.263736264,0,212.9230769,0,0,0,7.118644068,585,608,595,604,622,599,857,857,598
25:14.4,0.175824176,0.263736264,0,214.8571429,0,0,0,7.796610169,585,608,594,604,622,599,858,858,599
25:14.8,0.175824176,0.263736264,-0.087912088,216.967033,0,0,0,7.796610169,585,608,595,604,622,599,858,858,599
25:15.1,0.087912088,0.263736264,-0.087912088,218.9010989,0,0,0,7.796610169,585,608,595,604,622,599,859,856,599
25:15.4,0.175824176,0.263736264,-0.087912088,220.9230769,0,0,0.677966102,7.118644068,586,609,595,604,623,600,856,856,599
25:15.7,0.175824176,0.263736264,-0.175824176,222.9450549,0,0,0.677966102,7.118644068,586,609,595,604,623,600,858,856,598
25:16.0,0.175824176,0.263736264,-0.175824176,224.8791209,0,0,0.677966102,7.796610169,585,608,595,603,623,600,858,858,599
25:16.3,0.175824176,0.263736264,-0.263736264,226.9010989,0,0,0.677966102,7.796610169,586,609,595,604,623,600,858,858,599
25:16.6,0.175824176,0.263736264,-0.263736264,228.9230769,0,0,0,7.796610169,586,609,595,604,623,600,858,858,599
25:16.9,0.175824176,0.263736264,-0.351648352,230.8571429,0,0,0,7.118644068,594,616,603,611,630,607,609,638,606
25:17.2,0.175824176,0.263736264,-0.351648352,232.7912088,0,0,0,7.796610169,594,616,603,611,630,607,605,636,606
25:17.5,0.175824176,0.263736264,-0.351648352,234.8131868,0,0,0,8.474576271,594,616,603,611,630,608,605,636,606
25:17.8,0.175824176,0.263736264,-0.43956044,236.8351648,0,0,-0.790960452,8.474576271,594,616,603,611,631,608,606,637,606
25:18.1,0.175824176,0.263736264,-0.43956044,238.7692308,0,0,0.677966102,8.474576271,593,616,603,611,631,607,627,656,606
25:18.4,0.175824176,0.263736264,-0.43956044,240.8791209,0,0,0,8.474576271,586,610,595,604,625,600,858,859,599
25:18.7,0.175824176,0.263736264,-0.43956044,242.9010989,0,0,0,8.474576271,586,610,595,604,625,600,856,856,598
25:19.1,0.175824176,0.263736264,-0.43956044,244.9230769,0,0,0,7.796610169,586,610,595,604,625,600,860,856,599
