206.0,237.0,246.0
207.0,237.0,245.0
210.0,237.0,242.0
210.0,238.0,244.0
207.0,237.0,245.0
206.0,237.0,246.0
206.0,237.0,247.0
206.0,237.0,247.0
205.0,236.0,246.0
205.0,237.0,246.0
205.0,237.0,247.0
206.0,236.0,248.0
206.0,237.0,249.0
206.0,237.0,250.0
206.0,237.0,250.0
206.0,237.0,249.0
207.0,237.0,248.0
207.0,237.0,249.0
206.0,237.0,248.0
205.0,237.0,249.0
204.0,238.0,249.0
205.0,237.0,249.0
204.0,236.0,249.0
204.0,237.0,249.0
203.0,236.0,249.0
202.0,236.0,249.0
203.0,235.0,247.0
204.0,235.0,247.0
204.0,235.0,246.0
203.0,235.0,246.0
205.0,236.0,247.0
203.0,235.0,245.0
202.0,235.0,245.0
203.0,235.0,246.0
203.0,235.0,245.0
202.0,234.0,246.0
202.0,235.0,246.0
202.0,235.0,246.0
202.0,235.0,246.0
201.0,235.0,246.0
202.0,235.0,247.0
202.0,235.0,247.0
202.0,235.0,247.0
202.0,235.0,246.0
202.0,235.0,247.0
202.0,235.0,247.0
202.0,235.0,246.0
202.0,235.0,246.0
202.0,235.0,246.0
201.0,235.0,247.0
200.0,235.0,249.0
198.0,234.0,249.0
198.0,234.0,250.0
197.0,234.0,249.0
198.0,234.0,248.0
196.0,233.0,248.0
196.0,233.0,248.0
197.0,233.0,248.0
197.0,233.0,248.0
197.0,233.0,247.0
197.0,233.0,247.0
197.0,233.0,248.0
197.0,232.0,248.0
196.0,233.0,247.0
196.0,232.0,247.0
195.0,232.0,247.0
195.0,232.0,248.0
195.0,232.0,247.0
194.0,231.0,247.0
194.0,231.0,247.0
193.0,231.0,246.0
193.0,231.0,246.0
194.0,230.0,246.0
193.0,230.0,245.0
193.0,230.0,245.0
194.0,229.0,244.0
194.0,229.0,243.0
194.0,228.0,243.0
194.0,228.0,242.0
194.0,227.0,241.0
194.0,227.0,241.0
194.0,227.0,241.0
194.0,226.0,240.0
194.0,226.0,240.0
194.0,226.0,239.0
