5.0,609.0,687.0
601.0,606.0,683.0
603.0,608.0,685.0
603.0,607.0,685.0
603.0,607.0,685.0
602.0,606.0,683.0
602.0,607.0,684.0
601.0,606.0,682.0
602.0,606.0,683.0
602.0,607.0,683.0
602.0,607.0,684.0
602.0,606.0,683.0
603.0,607.0,685.0
602.0,607.0,684.0
602.0,606.0,684.0
603.0,608.0,686.0
604.0,609.0,687.0
605.0,610.0,687.0
604.0,608.0,685.0
602.0,607.0,684.0
601.0,606.0,683.0
601.0,604.0,681.0
604.0,605.0,684.0
603.0,605.0,683.0
600.0,604.0,680.0
598.0,603.0,678.0
592.0,597.0,671.0
593.0,598.0,673.0
594.0,598.0,673.0
594.0,597.0,673.0
591.0,593.0,669.0
587.0,591.0,666.0
584.0,588.0,662.0
582.0,585.0,660.0
582.0,587.0,660.0
581.0,586.0,660.0
581.0,586.0,659.0
584.0,590.0,663.0
589.0,595.0,669.0
593.0,598.0,674.0
593.0,598.0,673.0
595.0,600.0,676.0
599.0,603.0,680.0
600.0,603.0,681.0
601.0,602.0,681.0
600.0,602.0,680.0
599.0,602.0,680.0
600.0,602.0,681.0
601.0,605.0,683.0
600.0,605.0,683.0
599.0,606.0,682.0
599.0,606.0,682.0
599.0,605.0,681.0
599.0,605.0,682.0
599.0,606.0,683.0
600.0,605.0,682.0
600.0,607.0,685.0
600.0,608.0,687.0
599.0,610.0,688.0
599.0,612.0,689.0
598.0,610.0,690.0
601.0,613.0,693.0
603.0,612.0,694.0
604.0,612.0,696.0
607.0,613.0,699.0
608.0,612.0,701.0
607.0,610.0,699.0
607.0,608.0,700.0
611.0,610.0,704.0
613.0,608.0,705.0
612.0,607.0,706.0
612.0,606.0,706.0
614.0,606.0,707.0
612.0,601.0,703.0
611.0,598.0,701.0
608.0,593.0,696.0
607.0,590.0,693.0
610.0,591.0,696.0
609.0,591.0,694.0
609.0,592.0,695.0
604.0,588.0,689.0
604.0,589.0,690.0
603.0,588.0,688.0
608.0,591.0,692.0
609.0,592.0,692.0
608.0,589.0,690.0
606.0,586.0,687.0
608.0,588.0,688.0
610.0,592.0,692.0
608.0,590.0,689.0
604.0,587.0,684.0
605.0,588.0,685.0
604.0,587.0,684.0
606.0,589.0,687.0
608.0,591.0,690.0
608.0,592.0,690.0
610.0,595.0,693.0
613.0,598.0,697.0
612.0,597.0,696.0
613.0,599.0,697.0
612.0,598.0,697.0
611.0,597.0,695.0
612.0,600.0,698.0
609.0,599.0,695.0
605.0,596.0,692.0
609.0,600.0,696.0
613.0,606.0,703.0
613.0,609.0,705.0
611.0,611.0,706.0
613.0,613.0,706.0
612.0,611.0,704.0
610.0,609.0,700.0
608.0,608.0,697.0
607.0,606.0,695.0
606.0,605.0,694.0
598.0,601.0,682.0
586.0,585.0,670.0
603.0,601.0,683.0
583.0,582.0,667.0
606.0,604.0,693.0
597.0,594.0,682.0
605.0,602.0,691.0
598.0,594.0,683.0
590.0,587.0,674.0
609.0,606.0,697.0
616.0,614.0,706.0
618.0,615.0,708.0
617.0,615.0,708.0
619.0,616.0,710.0
619.0,618.0,711.0
620.0,618.0,712.0
618.0,617.0,710.0
617.0,617.0,709.0
613.0,615.0,706.0
607.0,609.0,697.0
593.0,592.0,677.0
648.0,648.0,732.0
596.0,601.0,664.0
619.0,596.0,672.0
627.0,627.0,712.0
636.0,635.0,721.0
642.0,642.0,727.0
640.0,639.0,725.0
637.0,635.0,720.0
629.0,629.0,712.0
615.0,613.0,694.0
615.0,613.0,696.0
615.0,612.0,694.0
587.0,582.0,663.0
592.0,590.0,667.0
597.0,593.0,672.0
597.0,591.0,672.0
603.0,596.0,678.0
603.0,596.0,678.0
601.0,593.0,675.0
599.0,592.0,673.0
597.0,590.0,671.0
599.0,590.0,667.0
594.0,590.0,669.0
592.0,588.0,668.0
598.0,593.0,673.0
599.0,593.0,674.0
598.0,594.0,674.0
598.0,594.0,674.0
597.0,594.0,673.0
598.0,594.0,673.0
587.0,585.0,662.0
611.0,607.0,690.0
611.0,608.0,691.0
613.0,609.0,691.0
613.0,608.0,692.0
608.0,604.0,687.0
613.0,608.0,691.0
608.0,605.0,687.0
607.0,605.0,686.0
609.0,608.0,689.0
613.0,611.0,694.0
614.0,612.0,695.0
615.0,614.0,698.0
619.0,618.0,702.0
620.0,621.0,706.0
623.0,625.0,711.0
625.0,625.0,713.0
628.0,629.0,718.0
631.0,631.0,725.0
622.0,621.0,714.0
627.0,627.0,721.0
625.0,630.0,722.0
624.0,632.0,722.0
623.0,635.0,722.0
625.0,638.0,724.0
621.0,633.0,718.0
623.0,633.0,718.0
621.0,627.0,712.0
629.0,633.0,718.0
629.0,631.0,715.0
627.0,629.0,712.0
625.0,628.0,710.0
624.0,626.0,709.0
617.0,619.0,701.0
617.0,621.0,703.0
619.0,625.0,708.0
618.0,631.0,713.0
617.0,638.0,717.0
616.0,646.0,722.0
612.0,656.0,726.0
611.0,662.0,728.0
611.0,676.0,735.0
608.0,687.0,737.0
606.0,698.0,738.0
603.0,704.0,739.0
