2024-12-04 21:35:36.489011,652/652/677/672/610/621/615/636/655/660
2024-12-04 21:35:37.404117,51/651/677/672/609/621/615/636/655/660
2024-12-04 21:35:37.433987,/652/677/672/609/621/615/636/655/660
2024-12-04 21:35:37.454487,652/652/676/672/609/621/615/636/655/660
2024-12-04 21:35:37.502039,1/651/677/673/610/621/615/636/655/660
2024-12-04 21:35:37.527885,2/652/677/673/610/621/615/636/655/660
2024-12-04 21:35:37.597124,52/652/677/672/610/621/615/636/655/660
2024-12-04 21:35:37.666442,/652/677/673/609/621/615/635/655/660
2024-12-04 21:35:37.686149,652/652/677/672/610/621/615/636/654/660
2024-12-04 21:35:37.736724,2/652/677/673/610/621/614/635/655/660
2024-12-04 21:35:37.757132,52/652/676/672/609/621/615/636/655/660
2024-12-04 21:35:37.823718,52/652/677/672/610/621/615/635/655/660
2024-12-04 21:35:37.900344,/652/677/672/610/621/614/636/655/660
2024-12-04 21:35:37.924697,652/652/677/672/609/621/615/636/655/660
2024-12-04 21:35:37.968494,2/652/677/672/609/621/614/636/655/660
2024-12-04 21:35:37.984118,52/652/677/672/610/621/615/635/655/660
2024-12-04 21:35:38.058001,/652/677/672/610/621/615/636/655/660
2024-12-04 21:35:38.089006,652/652/676/672/610/621/615/636/655/660
2024-12-04 21:35:38.124197,/651/676/672/610/621/615/635/655/660
2024-12-04 21:35:38.152534,652/652/677/672/610/621/615/636/654/660
2024-12-04 21:35:38.203562,2/652/676/672/610/621/615/636/655/660
2024-12-04 21:35:38.228474,52/652/676/673/609/621/615/636/655/660
2024-12-04 21:35:38.297461,/652/676/672/609/621/615/636/655/660
2024-12-04 21:35:38.322636,652/652/676/673/609/621/615/636/654/660
2024-12-04 21:35:38.367907,2/652/676/673/609/621/615/635/655/660
2024-12-04 21:35:38.392519,2/652/677/672/609/621/615/636/655/660
2024-12-04 21:35:38.454389,52/652/676/672/610/621/615/635/655/660
