24:41.2,0,0,0,0,0,0,0,0,582,596,589,598,601,594,861,858,592,35.74816132,112.4062958,60.22161865,266.9667053,112.5075455,22.18420982,107.2275085,100.9486465,23.21403122,,,,,,,,,
24:41.5,0,0,0,1.934065934,0,0,0,0.790960452,581,596,589,598,601,594,855,857,592,35.71314621,112.3935013,60.18965149,266.9320068,112.5938187,22.09040642,107.2340012,100.9878464,23.23390007,,,,,,,,,
24:41.8,0,0,0,3.956043956,0,0,0,0.790960452,582,596,590,598,600,594,858,859,592,35.82069778,112.3964081,60.32708359,266.9320068,112.5938187,22.09040642,107.3284607,101.0068741,23.17943382,,,,,,,,,
24:42.2,0,0,0,5.89010989,0,0,0,1.468926554,581,596,589,598,601,594,858,859,592,35.74816132,112.4062958,60.22161865,266.9320068,112.5938187,22.09040642,107.1343079,100.9758759,23.00629616,,,,,,,,,
24:42.4,0,0,0,7.912087912,-0.677966102,0,0,0.790960452,581,596,589,598,601,595,858,859,592,35.78568268,112.383606,60.29512787,266.9320068,112.5938187,22.09040642,107.2340012,100.9878464,23.23390007,,,,,,,,,
24:42.8,0,0,0,9.934065934,0,0,0,0.790960452,582,596,589,598,601,594,861,856,592,35.68776321,112.3685608,60.15346909,266.8190918,112.8220444,21.73584175,107.2340012,100.9878464,23.23390007,,,,,,,,,
24:43.1,0,0,0.087912088,11.95604396,0,0,0,0.790960452,582,596,590,598,600,594,857,855,592,35.77160645,112.3202209,60.19837189,266.6967773,112.755867,21.96319962,107.2769623,101.0231476,23.27119064,,,,,,,,,
24:43.4,0,0,0.087912088,13.89010989,0,0.677966102,0.677966102,1.468926554,582,596,590,599,601,594,858,858,592,35.76029968,112.3586655,60.25896072,266.7961426,112.8477402,22.21579361,107.2026672,101.0653839,23.41790009,,,,,,,,,
24:43.7,0,0,0,15.91208791,0,0,0.677966102,1.468926554,582,596,590,598,601,594,858,859,592,35.78568268,112.383606,60.29512787,266.7279358,113.0464783,22.52974701,107.1894684,101.1410294,23.30073357,,,,,,,,,
24:44.0,0,0,0,17.93406593,0,0,0,0.790960452,582,596,589,597,601,594,858,858,592,35.82069778,112.3964081,60.32708359,266.6754456,113.0046005,22.40465546,107.2637634,101.0988083,23.15399551,,,,,,,,,
24:44.3,0,0,0,19.95604396,0,0,0,0.790960452,582,596,589,598,600,594,860,860,592,35.64633179,112.3412933,60.16996002,266.7698059,112.7224808,21.24289703,107.0654297,101.108902,22.77048874,,,,,,,,,
24:44.6,0,0,0.087912088,21.89010989,0,0,0,1.468926554,581,596,589,598,600,594,858,858,592,35.87068939,112.3884735,60.14709091,266.7217407,113.0222626,22.39584923,107.1894684,101.1410294,23.30073357,,,,,,,,,
24:44.9,0,0,0,23.82417582,0,0,0,0.790960452,582,596,590,598,601,594,859,856,592,35.77437592,112.4220505,60.35569,266.8052979,113.3585281,23.30711937,107.2678146,101.1194,23.53195953,,,,,,,,,
24:45.2,0,0,0,25.84615385,0,0,0,0.790960452,581,596,590,598,601,594,858,858,592,35.73294449,112.394783,60.37218475,266.78302,114.222374,24.64409828,107.5994263,101.0511703,23.2817173,,,,,,,,,
24:45.5,0,0,0.087912088,27.86813187,0,0,-0.790960452,0.790960452,582,596,590,598,601,595,859,858,592,35.77437592,112.4220505,60.35569,266.9511108,115.2106476,26.32134819,107.8289108,101.4227448,23.68131638,,,,,,,,,
24:45.8,0,0,0,29.8021978,0,0,0,1.468926554,582,596,590,598,601,594,858,858,592,35.71314621,112.3935013,60.18965149,266.6124573,116.1098404,28.1646595,107.6646423,101.6488495,24.47604752,213.1657257,111.8616486,18.39923096,,,,,,
24:46.1,0,0,0,31.82417582,0,0,0,1.468926554,581,596,590,598,601,594,857,852,592,35.73294449,112.394783,60.37218475,266.5497437,116.5936813,30.71581078,107.706459,101.810936,24.71844482,213.2827301,112.0837631,19.78376579,,,,,,
24:46.5,0,0,0,33.75824176,0,0,-0.790960452,1.468926554,582,596,590,599,602,594,856,861,592,35.69152069,112.3675156,60.38869476,266.3530579,116.8769455,32.42665482,107.747139,101.8414459,24.76423836,,,,,,,,,
24:46.7,0,0,0,35.78021978,0,0,-0.790960452,1.468926554,582,596,590,598,602,594,854,855,593,35.71021271,112.4547195,60.4665184,266.1399231,117.1994858,34.96327972,107.9596024,101.8788071,25.10062027,213.3306427,112.7949142,22.21251678,160.9293976,107.6796799,19.56770897,,,
24:47.0,0,0,0.087912088,37.71428571,0,0,0.677966102,2.146892655,582,597,590,599,603,595,859,858,592,35.71314621,112.3935013,60.18965149,265.974884,117.3204193,37.65068436,107.9340973,101.9787598,25.48385048,213.3276825,112.9490204,23.55927658,160.8892212,107.7215958,20.77141571,,,
24:47.3,0,0,0,39.64835165,0,0,0,2.146892655,582,597,590,599,603,595,858,858,593,35.66041183,112.4046783,60.26671982,265.6229248,117.5973969,39.5384407,107.8133087,102.1556702,25.70421982,160.9087219,107.8672791,20.94342041,213.3874664,113.0216293,24.77353096,,,
24:47.7,-0.087912088,0,0,41.67032967,0,-0.790960452,0,2.146892655,582,597,590,599,603,595,857,858,593,35.71314621,112.3935013,60.18965149,265.4191284,117.9753799,42.34233856,107.8640671,102.241539,25.85251236,160.9845276,108.2650986,21.83383751,,,,,,
24:48.0,0,0,0.087912088,43.69230769,0,0,0,2.146892655,582,597,590,599,603,595,858,855,593,35.71686554,112.3618546,60.24540329,265.013916,117.9294281,44.82858658,107.9302673,102.3166656,25.90810966,213.1264343,113.4965973,27.54763603,161.1377716,108.2801361,22.40533447,,,
24:48.3,0,0.087912088,0.087912088,45.62637363,0,0.677966102,0.677966102,2.146892655,582,597,590,599,603,595,855,854,593,35.71886826,112.3314056,60.27545166,264.4489746,117.942131,47.38437653,107.88237,102.3846054,26.03448105,213.0517731,113.5046463,28.7717762,160.9734802,108.2545929,23.01301003,,,
24:48.6,0,0.087912088,0,47.56043956,0,0.677966102,0,2.824858757,582,598,590,599,604,595,855,861,593,35.68776321,112.3685608,60.15346909,263.8988342,118.2791138,49.52420425,107.8854675,102.4131775,26.26979256,161.1147003,108.5627441,23.71528244,213.0700378,113.6622009,30.38629913,,,
24:48.9,0,0.087912088,0,49.58241758,0,-0.790960452,0,2.146892655,582,598,591,600,604,595,858,858,594,35.66041183,112.4046783,60.26671982,263.4878845,117.2617264,51.94075394,107.9625931,102.3857651,26.48614693,212.9703064,113.2466049,31.7609539,161.1584015,108.2688293,24.16108704,,,
24:49.2,0,0,0,51.6043956,0,-0.790960452,0,2.824858757,582,598,591,599,604,595,858,859,594,35.71742249,112.4418488,60.16988373,263.0243225,117.744194,55.19935608,107.9829636,102.524025,26.71429825,212.7848969,113.6749649,33.24766922,161.0531616,108.4257126,25.02160835,,,
24:49.5,0,0.087912088,0.087912088,53.53846154,0,0,0,2.824858757,582,598,591,599,604,595,860,858,594,35.66041183,112.4046783,60.26671982,262.3419189,117.3013382,57.83704758,107.6537094,102.6980438,27.08658791,212.5800781,113.4251251,34.95632553,161.2190094,108.3600845,25.91016769,,,
24:49.8,-0.087912088,0,0.087912088,55.47252747,0,0,0.677966102,2.824858757,582,598,591,600,605,595,859,858,594,35.78568268,112.383606,60.29512787,261.5024719,117.5361481,60.8203125,107.6982117,102.6734467,27.30684662,212.5687408,113.5536652,36.97536469,161.1219635,108.5660019,26.43401337,,,
24:50.1,0,0.087912088,0.087912088,57.67032967,0,0,-0.790960452,2.824858757,582,599,591,600,605,596,858,856,594,35.70183945,112.4319458,60.25022888,260.7879028,116.9356766,63.90772247,107.8263626,102.7144928,27.48766327,212.5109253,113.3859634,38.69669724,161.1289825,108.4023209,27.43307877,,,
24:50.4,0,0.087912088,0,59.51648352,0,0,-0.790960452,2.824858757,582,599,591,600,605,596,858,858,594,35.73294449,112.394783,60.37218475,259.8286133,117.3816452,67.36581421,107.8025665,102.7269058,27.96442223,212.2826996,113.4236526,40.65534592,161.2025146,108.6151428,28.30773544,,,
24:50.7,-0.087912088,0.087912088,0.087912088,61.53846154,0,0,0,3.615819209,582,599,591,600,606,595,858,858,595,35.65840912,112.4351349,60.23666763,258.7164307,117.615448,70.71750641,107.7122345,102.776062,28.3808403,212.0311584,113.7317429,43.14601135,161.2869415,108.5701981,29.3001709,,,
24:51.1,0,0.087912088,0.087912088,63.38461538,0,0,0.677966102,3.615819209,583,599,591,600,606,596,857,858,594,35.71886826,112.3314056,60.27545166,258.0711975,117.3328934,73.21634674,107.7163086,102.7931061,28.414608,211.76828,113.6273346,44.42903519,161.2425842,108.7618179,30.18865585,,,
24:51.3,0,0.175824176,0,65.40659341,0,0,0,3.615819209,582,600,591,600,606,596,859,861,594,35.73094559,112.4252396,60.34213638,257.159729,117.3905869,75.68096161,107.6422119,102.8350754,28.56039619,211.455658,113.7428284,45.73292542,161.3240051,108.8385468,30.71757698,,,
24:51.7,-0.087912088,0.087912088,0.087912088,67.42857143,0,0.677966102,-0.790960452,3.615819209,582,600,591,600,607,596,859,857,595,35.66041183,112.4046783,60.26671982,256.3162231,117.909256,77.7310257,107.8037949,102.8694763,28.82052612,211.3006744,114.0269318,47.30876541,161.282608,108.9737473,31.38114166,,,
24:52.0,-0.087912088,0.087912088,0,69.53846154,0,0.677966102,-0.790960452,2.824858757,582,600,591,600,607,596,858,858,595,35.66041183,112.4046783,60.26671982,254.972641,117.8458099,81.50141144,108.1618576,102.6724014,29.13326073,211.0575409,113.9874573,49.47144699,161.3427429,108.9809036,32.80698395,,,
24:52.3,0,0.175824176,0.087912088,71.38461538,0,0,0,3.615819209,583,600,591,600,607,596,858,859,595,35.73294449,112.394783,60.37218475,254.3925629,117.8854218,83.19581604,107.9368973,102.8904572,29.40664673,210.7347107,114.2122192,50.81344986,161.1662598,109.0519638,33.18546677,,,
24:52.6,0,0.087912088,0,73.40659341,0.790960452,0,0,3.615819209,583,601,591,601,607,596,858,857,595,35.64633179,112.3412933,60.16996002,253.483078,118.2865829,85.44472504,107.8551178,102.9482651,29.50755501,210.5712128,114.5002594,51.89149475,161.2194824,109.1399994,34.00092316,,,
24:52.9,0,0.175824176,0.087912088,75.42857143,0,0,0.677966102,4.293785311,583,600,592,601,607,596,862,859,595,35.77160645,112.3202209,60.19837189,252.417511,118.3406677,88.41686249,107.7689514,103.059639,29.84868431,210.2503204,114.4063339,53.73962021,161.1047058,109.2430038,34.53922653,,,
24:53.2,0,0.175824176,0,77.36263736,0,0,0,4.293785311,583,601,592,601,608,597,858,859,595,35.64633179,112.3412933,60.16996002,250.5296173,118.0402908,92.43247986,107.9178696,102.9522018,30.25719833,209.4194336,114.2904205,57.02589035,161.114502,109.2237473,36.34276199,,,
24:53.5,0,0.175824176,0.087912088,79.2967033,0,0,0,4.293785311,583,601,591,601,608,596,859,857,595,35.64432907,112.3717499,60.13990402,249.1026154,117.6850662,95.72866821,107.8722153,102.9371338,30.63133812,208.9950562,114.1895523,59.02682114,161.0721436,109.1136169,37.58342743,,,
24:53.8,0,0.175824176,0.087912088,81.40659341,0,0,0,3.615819209,583,601,592,601,608,596,858,860,596,35.66041183,112.4046783,60.26671982,248.5928345,117.7081833,96.55551147,107.8722153,102.9371338,30.63133812,208.8141327,114.2569809,59.29093933,161.013504,109.1534042,37.69643402,,,
24:54.1,0,0.175824176,0.087912088,83.34065934,0,0,0,3.615819209,583,601,592,601,608,597,858,859,596,35.69906998,112.3301163,60.0928688,246.7424164,117.6917191,101.1718903,108.058075,102.8980408,31.47768974,208.0460358,114.1546631,62.57636261,161.1203003,109.159256,39.33849716,,,
24:54.4,0,0.175824176,0,85.36263736,0,0,-0.790960452,4.293785311,583,601,592,601,608,597,858,859,596,35.58348083,112.3003693,60.23778915,245.5825195,117.4119339,103.1936874,107.8497238,102.9321136,31.74783325,207.6489563,114.1332932,63.95255661,160.7992096,109.1585083,40.02638245,,,
