657.0,667.0,747.0
676.0,686.0,766.0
674.0,685.0,765.0
672.0,684.0,764.0
675.0,686.0,766.0
675.0,687.0,766.0
674.0,686.0,765.0
674.0,686.0,765.0
676.0,686.0,765.0
675.0,686.0,765.0
674.0,685.0,765.0
674.0,685.0,766.0
673.0,685.0,766.0
674.0,686.0,766.0
674.0,686.0,766.0
674.0,686.0,767.0
675.0,686.0,767.0
675.0,686.0,768.0
675.0,687.0,768.0
674.0,686.0,767.0
674.0,685.0,765.0
674.0,685.0,765.0
675.0,685.0,766.0
675.0,686.0,766.0
676.0,687.0,767.0
676.0,687.0,768.0
676.0,687.0,768.0
676.0,687.0,768.0
676.0,688.0,769.0
676.0,688.0,769.0
676.0,688.0,769.0
675.0,687.0,768.0
675.0,687.0,768.0
675.0,687.0,768.0
676.0,687.0,768.0
675.0,688.0,768.0
683.0,696.0,777.0
683.0,696.0,777.0
681.0,694.0,775.0
681.0,693.0,775.0
680.0,693.0,774.0
678.0,691.0,772.0
679.0,690.0,772.0
680.0,689.0,772.0
679.0,690.0,772.0
677.0,690.0,772.0
677.0,690.0,771.0
677.0,690.0,771.0
677.0,689.0,770.0
677.0,689.0,770.0
678.0,689.0,770.0
678.0,688.0,770.0
678.0,688.0,769.0
678.0,688.0,770.0
679.0,689.0,771.0
679.0,690.0,773.0
680.0,690.0,774.0
680.0,691.0,774.0
681.0,691.0,776.0
681.0,692.0,777.0
681.0,693.0,778.0
681.0,695.0,780.0
683.0,696.0,781.0
683.0,698.0,783.0
682.0,700.0,785.0
682.0,701.0,786.0
682.0,703.0,788.0
682.0,704.0,788.0
682.0,705.0,789.0
682.0,705.0,789.0
682.0,704.0,789.0
682.0,704.0,789.0
682.0,704.0,789.0
682.0,704.0,789.0
682.0,704.0,789.0
682.0,704.0,789.0
682.0,704.0,789.0
683.0,704.0,790.0
683.0,704.0,790.0
684.0,704.0,790.0
684.0,704.0,791.0
684.0,705.0,791.0
684.0,704.0,791.0
684.0,705.0,792.0
684.0,705.0,792.0
684.0,706.0,792.0
684.0,707.0,793.0
683.0,708.0,793.0
683.0,709.0,794.0
682.0,711.0,795.0
682.0,712.0,796.0
682.0,713.0,797.0
681.0,715.0,798.0
681.0,715.0,798.0
681.0,714.0,797.0
681.0,714.0,797.0
681.0,713.0,796.0
681.0,713.0,796.0
681.0,713.0,797.0
681.0,714.0,796.0
681.0,714.0,797.0
681.0,714.0,797.0
681.0,714.0,797.0
681.0,715.0,797.0
681.0,715.0,798.0
681.0,715.0,798.0
681.0,716.0,798.0
681.0,717.0,799.0
680.0,718.0,800.0
680.0,719.0,800.0
679.0,720.0,801.0
679.0,721.0,801.0
679.0,722.0,802.0
678.0,724.0,802.0
678.0,724.0,803.0
678.0,724.0,803.0
677.0,724.0,802.0
677.0,724.0,800.0
677.0,723.0,801.0
677.0,723.0,801.0
677.0,723.0,801.0
678.0,724.0,802.0
677.0,724.0,802.0
678.0,724.0,802.0
677.0,724.0,801.0
677.0,723.0,801.0
678.0,723.0,801.0
677.0,724.0,802.0
677.0,726.0,803.0
676.0,727.0,804.0
676.0,729.0,805.0
676.0,731.0,805.0
675.0,732.0,806.0
674.0,733.0,806.0
674.0,733.0,805.0
674.0,733.0,805.0
674.0,732.0,805.0
674.0,732.0,805.0
674.0,733.0,805.0
674.0,733.0,805.0
674.0,733.0,806.0
674.0,733.0,806.0
674.0,732.0,805.0
674.0,733.0,806.0
674.0,734.0,806.0
674.0,736.0,807.0
673.0,737.0,808.0
672.0,739.0,808.0
672.0,740.0,809.0
672.0,741.0,809.0
672.0,742.0,810.0
672.0,742.0,810.0
671.0,743.0,810.0
671.0,743.0,810.0
671.0,743.0,810.0
671.0,742.0,809.0
672.0,741.0,809.0
672.0,741.0,809.0
671.0,741.0,809.0
672.0,742.0,810.0
671.0,743.0,810.0
671.0,744.0,810.0
671.0,745.0,811.0
670.0,746.0,811.0
670.0,747.0,812.0
669.0,749.0,813.0
669.0,752.0,814.0
668.0,754.0,815.0
668.0,756.0,815.0
667.0,757.0,815.0
667.0,756.0,815.0
667.0,756.0,815.0
667.0,756.0,814.0
668.0,755.0,814.0
668.0,755.0,814.0
668.0,755.0,814.0
667.0,755.0,814.0
667.0,755.0,814.0
668.0,756.0,814.0
667.0,757.0,815.0
666.0,758.0,815.0
666.0,760.0,815.0
665.0,762.0,816.0
664.0,765.0,817.0
664.0,766.0,817.0
663.0,767.0,817.0
663.0,768.0,817.0
663.0,768.0,817.0
663.0,767.0,816.0
663.0,767.0,816.0
663.0,766.0,816.0
663.0,766.0,816.0
663.0,767.0,815.0
662.0,767.0,816.0
663.0,766.0,815.0
663.0,765.0,815.0
663.0,766.0,815.0
663.0,766.0,816.0
663.0,767.0,816.0
662.0,767.0,816.0
662.0,769.0,816.0
662.0,771.0,817.0
661.0,773.0,817.0
660.0,775.0,818.0
659.0,776.0,818.0
659.0,778.0,818.0
659.0,778.0,817.0
659.0,776.0,817.0
659.0,776.0,817.0
659.0,776.0,817.0
659.0,775.0,817.0
659.0,776.0,817.0
659.0,776.0,816.0
659.0,776.0,816.0
659.0,776.0,816.0
659.0,776.0,816.0
658.0,777.0,817.0
658.0,779.0,818.0
658.0,779.0,818.0
658.0,783.0,819.0
657.0,785.0,819.0
656.0,787.0,820.0
656.0,787.0,819.0
656.0,788.0,820.0
656.0,788.0,819.0
656.0,789.0,820.0
655.0,789.0,820.0
656.0,788.0,820.0
656.0,788.0,820.0
656.0,787.0,819.0
656.0,787.0,820.0
656.0,787.0,820.0
656.0,788.0,819.0
656.0,788.0,819.0
655.0,789.0,820.0
655.0,791.0,820.0
654.0,793.0,820.0
653.0,796.0,821.0
653.0,799.0,821.0
652.0,800.0,820.0
652.0,800.0,820.0
652.0,799.0,820.0
652.0,798.0,819.0
652.0,797.0,819.0
652.0,797.0,819.0
